,Answer_ID,Bias
0,1,0.00154876708984375
1,2,0.024749755859375
2,4,0.059722900390625
3,3,0.025665283203125
4,1,0.019256591796875
5,4,0.03076171875
6,2,0.02398681640625
7,4,0.0272674560546875
8,1,0.037445068359375
9,2,0.048919677734375
10,2,0.04705810546875
11,4,0.0174407958984375
12,2,0.0081634521484375
13,2,0.04937744140625
14,2,0.05206298828125
15,2,0.00909423828125
16,1,0.009033203125
17,4,1.9609928131103516e-05
18,2,0.0479736328125
19,4,0.00299072265625
20,2,0.031982421875
21,2,0.032257080078125
22,1,0.013763427734375
23,3,0.0235595703125
24,2,0.006072998046875
25,2,8.988380432128906e-05
26,3,0.0648193359375
27,2,0.0216827392578125
28,3,0.08624267578125
29,2,0.05950927734375
30,2,0.0022125244140625
31,1,0.0002627372741699219
32,3,0.0284423828125
33,3,0.0241546630859375
34,3,0.008758544921875
35,2,0.022064208984375
36,4,0.0198211669921875
37,1,0.00010013580322265625
38,4,0.0036678314208984375
39,1,0.04608154296875
40,3,0.0247039794921875
41,4,0.04193115234375
42,4,0.021209716796875
43,2,0.0830078125
44,1,0.01428985595703125
45,4,0.04571533203125
46,3,0.0252227783203125
47,4,0.002124786376953125
48,3,0.032623291015625
49,2,0.045257568359375
50,3,0.00010544061660766602
51,1,0.035308837890625
52,3,0.127685546875
53,4,0.02508544921875
54,3,0.04815673828125
55,1,0.043853759765625
56,1,0.004913330078125
57,4,0.040985107421875
58,3,0.020355224609375
59,3,0.06683349609375
60,3,0.055633544921875
61,1,0.03216552734375
62,4,0.061492919921875
63,2,0.0048675537109375
64,3,0.0027523040771484375
65,3,0.05517578125
66,4,0.00183868408203125
67,3,0.0001583099365234375
68,3,0.034881591796875
69,2,0.00032258033752441406
70,3,5.501508712768555e-05
71,1,0.0021514892578125
72,2,0.059814453125
73,1,0.03466796875
74,2,0.10235595703125
75,4,0.057281494140625
76,1,0.08294677734375
77,3,0.00656890869140625
78,3,0.0243988037109375
79,2,0.044525146484375
80,4,0.04693603515625
81,2,0.056884765625
82,3,0.037506103515625
83,3,0.06549072265625
84,4,8.64267349243164e-05
85,1,0.00018024444580078125
86,4,0.04217529296875
87,4,0.023773193359375
88,2,0.04034423828125
89,2,0.0006761550903320312
90,1,0.05792236328125
91,3,0.039031982421875
92,1,0.01392364501953125
93,2,0.00540924072265625
94,1,0.045928955078125
95,2,0.0029163360595703125
96,1,0.029876708984375
97,3,0.1129150390625
98,1,0.021453857421875
99,4,0.027130126953125
100,2,0.02508544921875
101,3,0.062408447265625
102,4,0.01161956787109375
103,2,0.01544189453125
104,4,0.018096923828125
105,3,0.00913238525390625
106,1,0.0233001708984375
107,1,0.08245849609375
108,1,0.0318603515625
109,1,0.0296783447265625
110,3,0.059234619140625
111,2,0.041748046875
112,3,0.0139617919921875
113,1,0.0640869140625
114,2,0.0294036865234375
115,3,0.09918212890625
116,1,6.949901580810547e-05
117,2,0.0235595703125
118,3,0.01214599609375
119,2,0.00013363361358642578
120,1,6.514787673950195e-05
121,2,0.023468017578125
122,4,0.0253753662109375
123,4,0.0006556510925292969
124,4,0.0279541015625
125,4,0.0709228515625
126,4,0.037994384765625
127,3,0.0743408203125
128,2,0.00045299530029296875
129,1,0.028289794921875
130,4,0.053466796875
131,1,0.0128631591796875
132,1,0.05975341796875
133,2,0.0777587890625
134,1,4.315376281738281e-05
135,3,0.048065185546875
136,3,0.00066375732421875
137,1,0.00492095947265625
138,1,0.0251617431640625
139,1,0.0001621246337890625
140,3,0.072998046875
141,4,0.0090179443359375
142,2,0.0017156600952148438
143,4,0.0235748291015625
144,1,0.0005664825439453125
145,3,0.0172119140625
146,2,0.03955078125
147,2,0.02484130859375
148,4,0.058837890625
149,2,0.0032501220703125
150,1,0.044342041015625
151,3,0.061553955078125
152,3,0.08807373046875
153,4,0.01197052001953125
154,1,0.024505615234375
155,1,0.0372314453125
156,3,0.053436279296875
157,3,0.0736083984375
158,1,0.0007476806640625
159,2,0.041778564453125
160,4,0.0268707275390625
161,1,0.00021064281463623047
162,2,0.059417724609375
163,2,0.0069732666015625
164,1,0.017578125
165,1,0.03814697265625
166,1,0.039337158203125
167,2,0.046844482421875
168,3,0.1380615234375
169,3,0.017333984375
170,3,0.0001569986343383789
171,4,0.023406982421875
172,1,0.027679443359375
173,3,0.0255126953125
174,2,0.011993408203125
175,2,0.09088134765625
176,4,0.03472900390625
177,3,0.03338623046875
178,1,0.0703125
179,1,0.0587158203125
180,3,0.0011072158813476562
181,2,0.058929443359375
182,4,0.0302734375
183,2,0.06414794921875
184,2,0.0113983154296875
185,3,0.056549072265625
186,1,0.00032591819763183594
187,4,0.060333251953125
188,2,0.057403564453125
189,3,0.01111602783203125
190,4,0.048736572265625
191,1,0.0001709461212158203
192,3,0.0704345703125
193,3,0.049346923828125
194,2,0.0643310546875
195,1,0.0667724609375
196,1,0.03277587890625
197,3,0.01381683349609375
198,3,0.03350830078125
199,1,0.0496826171875
200,2,0.04144287109375
201,1,0.016815185546875
202,4,0.01264190673828125
203,2,0.0015869140625
204,1,0.035888671875
205,2,0.044342041015625
206,3,0.03924560546875
207,2,0.050079345703125
208,1,8.106231689453125e-05
209,2,0.058135986328125
210,2,0.01568603515625
211,3,0.0079345703125
212,3,3.522634506225586e-05
213,3,0.01222991943359375
214,2,0.05963134765625
215,2,0.004093170166015625
216,4,0.03216552734375
217,4,0.0177001953125
218,4,0.038787841796875
219,3,0.020751953125
220,4,0.04840087890625
221,3,0.03369140625
222,3,0.04302978515625
223,3,0.016204833984375
224,3,0.004241943359375
225,4,0.027008056640625
226,1,8.863210678100586e-05
227,4,0.0233917236328125
228,3,0.050506591796875
229,3,0.062469482421875
230,1,0.0323486328125
231,2,0.036376953125
232,1,0.01334381103515625
233,1,7.134675979614258e-05
234,4,0.035797119140625
235,4,0.0263214111328125
236,3,0.052276611328125
237,4,0.0302886962890625
238,2,0.074951171875
239,3,0.03277587890625
240,3,7.50422477722168e-05
241,4,0.027740478515625
242,3,0.047027587890625
243,1,0.007770538330078125
244,4,0.06597900390625
245,3,0.0150909423828125
246,3,0.0010118484497070312
247,3,0.045196533203125
248,1,0.053192138671875
249,2,0.005847930908203125
250,1,0.039337158203125
251,1,0.03228759765625
252,2,5.644559860229492e-05
253,2,0.0251312255859375
254,2,0.0308685302734375
255,2,0.03680419921875
256,1,0.0379638671875
257,1,0.0006527900695800781
258,4,0.05279541015625
259,3,0.041107177734375
260,4,8.165836334228516e-05
261,4,0.0031261444091796875
262,2,0.0026378631591796875
263,4,0.039306640625
264,4,0.10693359375
265,1,0.003444671630859375
266,3,0.0826416015625
267,2,0.02374267578125
268,3,0.00021195411682128906
269,3,0.005985260009765625
270,3,0.0272674560546875
271,3,0.048614501953125
272,4,0.014892578125
273,2,0.0002073049545288086
274,3,0.00031828880310058594
275,4,0.00013184547424316406
276,3,0.0229949951171875
277,3,0.052459716796875
278,2,0.0002665519714355469
279,4,0.020660400390625
280,2,0.0011625289916992188
281,1,0.01568603515625
282,2,0.0161285400390625
283,2,0.027496337890625
284,2,0.0167999267578125
285,3,0.00040435791015625
286,2,0.0273590087890625
287,1,0.03253173828125
288,3,0.0265350341796875
289,2,0.05755615234375
290,1,0.0197296142578125
291,1,0.0003151893615722656
292,4,0.10595703125
293,4,0.040985107421875
294,1,0.00095367431640625
295,2,0.053375244140625
296,4,0.0186767578125
297,3,0.0015048980712890625
298,2,0.03509521484375
299,4,0.004608154296875
300,1,0.0008916854858398438
301,2,8.177757263183594e-05
302,1,0.01323699951171875
303,4,0.039825439453125
304,4,4.6312808990478516e-05
305,1,0.06756591796875
306,2,0.04656982421875
307,2,0.00628662109375
308,4,0.045684814453125
309,1,0.04571533203125
310,2,0.0008916854858398438
311,4,0.02593994140625
312,4,0.02764892578125
313,4,0.045654296875
314,2,0.02301025390625
315,1,0.013397216796875
316,1,0.07611083984375
317,3,6.109476089477539e-05
318,3,0.04583740234375
319,2,0.0071868896484375
320,4,0.04901123046875
321,3,0.1138916015625
322,2,0.033355712890625
323,4,0.0017518997192382812
324,1,0.00025725364685058594
325,2,0.00750732421875
326,2,0.022308349609375
327,1,0.046112060546875
