,Answer_ID,Bias
0,6,0.05975341796875
1,7,0.07049560546875
2,4,0.04510498046875
3,6,0.07684326171875
4,2,0.0030364990234375
5,2,0.1082763671875
6,6,0.00783538818359375
7,1,0.004894256591796875
8,6,0.002994537353515625
9,8,0.0248260498046875
10,1,0.026580810546875
11,2,0.007312774658203125
12,1,0.0214691162109375
13,4,0.1043701171875
14,7,0.01806640625
15,4,0.004547119140625
16,4,0.01033782958984375
17,2,0.01070404052734375
18,2,0.01549530029296875
19,8,0.0063018798828125
20,7,0.00202178955078125
21,1,0.0302734375
22,5,0.0289459228515625
23,3,0.04290771484375
24,1,0.041046142578125
25,3,0.0026493072509765625
26,5,0.0210418701171875
27,3,0.0065155029296875
28,6,0.0235443115234375
29,1,0.033935546875
30,6,0.0279693603515625
31,3,0.024139404296875
32,5,0.00373077392578125
33,1,0.005451202392578125
34,2,0.005016326904296875
35,8,0.04388427734375
36,6,0.022857666015625
37,1,0.0247802734375
38,5,0.0012083053588867188
39,2,0.03778076171875
40,4,0.011474609375
41,2,0.00524139404296875
42,2,0.004425048828125
43,4,0.01898193359375
44,6,0.024871826171875
45,8,0.034393310546875
46,6,0.007213592529296875
47,5,0.0253753662109375
48,5,0.021331787109375
49,3,0.0333251953125
50,7,0.0283203125
51,2,0.00010347366333007812
52,1,0.027862548828125
53,5,0.02020263671875
54,8,0.003803253173828125
55,3,0.0469970703125
56,1,0.03314208984375
57,7,0.04656982421875
58,7,0.007289886474609375
59,2,0.10284423828125
60,4,0.1011962890625
61,3,0.01690673828125
62,2,0.003032684326171875
63,5,0.0184783935546875
64,3,0.0027904510498046875
65,6,0.0239715576171875
66,6,0.0231475830078125
67,3,0.0255126953125
68,7,0.0156402587890625
69,2,0.014801025390625
70,7,0.0020122528076171875
71,3,0.0007319450378417969
72,8,0.001800537109375
73,5,0.014892578125
74,3,5.7816505432128906e-05
75,5,0.0021514892578125
76,6,0.00507354736328125
77,3,0.0061798095703125
78,3,0.003391265869140625
79,6,7.069110870361328e-05
80,1,0.0008225440979003906
81,5,0.090576171875
82,1,5.424022674560547e-05
83,1,0.054718017578125
84,2,0.01336669921875
85,3,0.07940673828125
86,7,0.0088348388671875
87,8,0.0258331298828125
88,7,0.035736083984375
89,2,0.00033664703369140625
90,7,0.0538330078125
91,2,0.05218505859375
92,4,0.10076904296875
93,6,0.004367828369140625
94,1,0.1064453125
95,4,0.0362548828125
96,8,0.0103759765625
97,1,0.00966644287109375
98,4,0.005313873291015625
99,4,0.0128173828125
100,1,0.054718017578125
101,8,0.018585205078125
102,1,0.0276336669921875
103,6,0.056121826171875
104,6,0.040283203125
105,8,0.01253509521484375
106,5,0.0755615234375
107,3,0.012939453125
108,3,0.05059814453125
109,1,0.0020885467529296875
110,5,0.021087646484375
111,8,0.00792694091796875
112,3,0.055206298828125
113,5,0.0543212890625
114,4,0.02264404296875
115,8,0.10736083984375
116,6,0.060546875
117,1,0.005420684814453125
118,3,0.1075439453125
119,4,0.03021240234375
120,3,0.00196075439453125
121,3,0.025421142578125
122,3,0.002231597900390625
123,8,0.0005354881286621094
124,8,0.0004634857177734375
125,3,0.00481414794921875
126,1,0.000804901123046875
127,4,0.043426513671875
128,7,0.00249481201171875
129,3,0.00669097900390625
130,3,0.0269622802734375
131,4,0.01934814453125
132,6,0.043212890625
133,2,5.805492401123047e-05
134,2,0.0012531280517578125
135,1,0.00021457672119140625
136,6,0.06854248046875
137,4,0.0195770263671875
138,8,0.06329345703125
139,7,0.039154052734375
140,5,0.0149078369140625
141,5,0.011688232421875
142,2,0.042236328125
143,3,0.089599609375
144,5,0.01552581787109375
145,8,0.0035648345947265625
146,1,0.041168212890625
147,4,0.01294708251953125
148,6,0.006195068359375
149,2,0.00914764404296875
150,1,0.01349639892578125
151,4,0.0045928955078125
152,4,0.004657745361328125
153,7,0.0316162109375
154,4,0.00012922286987304688
155,4,0.080078125
156,8,0.01505279541015625
157,2,0.108154296875
158,1,0.0021686553955078125
159,1,0.0460205078125
160,8,0.07220458984375
161,5,0.053131103515625
162,1,0.065185546875
163,5,0.0037593841552734375
164,3,0.0692138671875
165,2,0.0229644775390625
166,1,0.051849365234375
167,7,0.09039306640625
168,7,0.03692626953125
169,7,0.06866455078125
170,8,0.024383544921875
171,6,0.015716552734375
172,8,0.02081298828125
173,7,0.02685546875
174,1,0.029266357421875
175,1,0.09771728515625
176,6,0.034271240234375
177,8,0.0244293212890625
178,5,0.006587982177734375
179,5,0.07354736328125
180,2,0.01482391357421875
181,2,0.0257110595703125
182,5,0.0035114288330078125
183,2,0.046295166015625
184,1,0.0445556640625
185,4,0.0097503662109375
186,4,0.00893402099609375
187,8,0.016815185546875
188,7,0.0145263671875
189,3,0.01239776611328125
190,3,0.00044035911560058594
191,8,0.01099395751953125
192,6,0.00839996337890625
193,3,0.0013494491577148438
194,1,0.027069091796875
195,4,0.02410888671875
196,6,0.1072998046875
197,6,0.0037441253662109375
198,2,0.00786590576171875
199,6,0.006763458251953125
200,1,0.0178375244140625
201,1,0.004688262939453125
202,8,0.00567626953125
203,4,0.0247039794921875
204,7,0.0821533203125
205,1,0.01277923583984375
206,7,0.0181884765625
207,7,0.04473876953125
208,6,0.037078857421875
209,3,0.0151214599609375
210,8,0.03143310546875
211,8,0.01209259033203125
212,2,0.0023345947265625
213,8,3.2842159271240234e-05
214,6,0.0528564453125
215,6,0.00981903076171875
216,6,0.020751953125
217,2,0.0220794677734375
218,7,0.03094482421875
219,1,0.00652313232421875
220,3,0.003276824951171875
221,7,0.0006580352783203125
222,3,0.0184173583984375
223,5,0.0731201171875
224,7,0.041534423828125
225,1,0.0302734375
226,8,0.0096588134765625
227,5,0.025115966796875
228,5,0.00833892822265625
229,5,0.037872314453125
230,3,0.01067352294921875
231,5,0.0577392578125
232,7,2.4974346160888672e-05
233,1,0.0001461505889892578
234,7,0.03472900390625
235,4,0.0018939971923828125
236,2,0.020660400390625
237,4,0.0003631114959716797
238,8,0.0012979507446289062
239,3,0.00106048583984375
240,3,0.0082550048828125
241,4,0.0208282470703125
242,2,0.02838134765625
243,4,0.0689697265625
244,3,0.0240478515625
245,5,0.02410888671875
246,3,0.0203399658203125
247,2,0.006572723388671875
248,3,0.110107421875
249,4,0.01450347900390625
250,2,0.001800537109375
251,8,4.8279762268066406e-05
252,2,0.008026123046875
253,7,0.006626129150390625
254,5,0.057891845703125
255,6,0.005176544189453125
256,7,0.0025272369384765625
257,2,0.08709716796875
258,1,0.052398681640625
259,2,0.04473876953125
260,2,0.029266357421875
261,8,0.0294342041015625
262,1,0.0010128021240234375
263,3,0.0640869140625
264,8,0.033447265625
265,1,0.0006518363952636719
266,8,1.7404556274414062e-05
267,4,0.00339508056640625
268,4,0.01239776611328125
269,3,0.0003523826599121094
270,7,0.02178955078125
271,7,0.00433349609375
272,1,0.0616455078125
273,5,0.00948333740234375
274,2,0.006282806396484375
275,8,0.07293701171875
276,8,0.0138092041015625
277,3,0.0098419189453125
278,6,0.09033203125
279,4,0.0445556640625
280,8,0.1043701171875
281,6,0.0092010498046875
282,2,0.00991058349609375
283,2,0.034881591796875
284,8,0.0033283233642578125
285,6,0.06341552734375
286,8,0.06732177734375
287,2,0.0185394287109375
288,2,0.06854248046875
289,4,0.03216552734375
290,4,0.00751495361328125
291,3,0.0127410888671875
292,1,0.0079498291015625
293,5,0.01190948486328125
294,5,0.005481719970703125
295,6,0.00237274169921875
296,4,0.0931396484375
297,1,0.09814453125
298,7,0.00421905517578125
299,3,0.042694091796875
300,1,0.0153656005859375
301,6,0.00737762451171875
302,6,0.07733154296875
303,3,0.0147247314453125
304,5,0.0675048828125
305,7,0.019012451171875
306,1,0.014678955078125
307,6,0.03204345703125
308,1,0.0033016204833984375
309,3,0.0026340484619140625
310,1,0.005496978759765625
311,7,0.04327392578125
312,3,0.014190673828125
313,3,0.0018815994262695312
314,5,0.01172637939453125
315,8,0.007732391357421875
316,4,0.005908966064453125
317,2,0.10980224609375
318,7,0.09539794921875
319,4,0.035003662109375
320,7,0.06585693359375
321,5,7.909536361694336e-05
322,3,0.0648193359375
323,1,0.0016727447509765625
324,5,0.060638427734375
325,3,0.0948486328125
326,5,0.0223846435546875
327,6,0.0899658203125
328,4,0.001018524169921875
329,3,0.014892578125
330,1,0.055999755859375
331,1,0.00016450881958007812
332,1,0.04571533203125
333,1,0.0145263671875
334,8,0.00909423828125
335,8,0.0177459716796875
336,7,0.01148223876953125
337,6,0.00968170166015625
338,3,0.039794921875
339,7,0.007472991943359375
340,7,0.0037136077880859375
341,2,0.04620361328125
342,2,0.00405120849609375
343,4,0.0134735107421875
344,8,0.0193023681640625
345,5,0.004383087158203125
346,2,0.019439697265625
347,7,0.0153656005859375
348,1,0.03033447265625
349,1,0.009246826171875
350,6,0.01531982421875
351,7,0.0012035369873046875
352,3,0.01261138916015625
353,7,0.00014841556549072266
354,2,0.0066375732421875
355,7,0.0022106170654296875
356,5,0.093505859375
357,6,0.0006613731384277344
358,4,0.0003018379211425781
359,6,0.00064849853515625
360,7,0.065673828125
361,1,0.028289794921875
362,5,0.021331787109375
363,8,0.011993408203125
364,1,0.0306549072265625
365,3,0.0185394287109375
366,2,0.038970947265625
367,3,0.0295562744140625
368,1,0.051971435546875
369,8,0.03448486328125
370,3,0.0618896484375
371,2,0.073974609375
372,3,0.0127410888671875
373,3,0.08203125
374,7,0.07684326171875
375,8,0.00024247169494628906
376,7,0.06756591796875
377,5,0.006320953369140625
378,7,9.244680404663086e-05
379,1,0.0648193359375
380,3,0.014068603515625
381,8,0.023193359375
382,5,0.07415771484375
383,3,0.0243072509765625
384,3,0.00676727294921875
385,1,0.0204620361328125
386,6,0.0040130615234375
387,4,0.01308441162109375
388,8,0.01983642578125
389,7,0.003841400146484375
390,1,0.0121307373046875
391,8,0.0115966796875
392,2,0.01096343994140625
393,1,0.016876220703125
394,8,0.015380859375
395,7,0.05267333984375
396,8,0.0022830963134765625
397,8,1.5139579772949219e-05
398,5,0.0126800537109375
399,5,0.0078277587890625
400,3,0.0017833709716796875
401,7,0.0078125
402,2,0.0187530517578125
403,5,0.0007739067077636719
404,6,0.05950927734375
405,8,0.0226287841796875
406,6,0.001255035400390625
407,1,0.0217132568359375
408,7,0.045989990234375
409,2,0.0022869110107421875
410,8,0.0208282470703125
411,1,0.02197265625
412,3,0.006160736083984375
413,7,0.002613067626953125
414,4,0.0161895751953125
415,8,0.00385284423828125
416,8,0.01071929931640625
417,7,0.07684326171875
418,4,0.0007185935974121094
419,1,0.052215576171875
420,4,0.01117706298828125
421,5,0.0360107421875
422,1,0.0284423828125
423,3,0.06793212890625
424,2,0.0004878044128417969
425,3,0.00977325439453125
426,4,0.0142822265625
427,5,0.00031065940856933594
428,4,0.00910186767578125
429,1,0.00804901123046875
430,7,0.05718994140625
431,4,0.032379150390625
432,7,0.01085662841796875
433,3,0.070556640625
434,1,0.01100921630859375
435,8,0.0706787109375
436,4,0.004230499267578125
437,6,0.01502227783203125
438,6,0.022918701171875
439,6,0.07427978515625
440,6,0.01169586181640625
441,5,0.022064208984375
442,2,0.10345458984375
443,5,0.013671875
444,6,0.06866455078125
445,3,0.0199737548828125
446,2,0.0377197265625
447,6,0.08892822265625
448,7,0.01403045654296875
449,3,0.0023040771484375
450,7,0.0219268798828125
451,1,0.0009136199951171875
452,2,0.0438232421875
453,4,0.0169525146484375
454,3,0.04888916015625
455,8,0.02728271484375
456,4,0.07794189453125
457,7,0.0028400421142578125
458,4,0.0066680908203125
459,3,0.0904541015625
460,2,0.05029296875
461,5,0.023162841796875
462,5,0.01258087158203125
463,1,0.01085662841796875
464,1,0.09698486328125
465,1,0.01288604736328125
466,5,0.048065185546875
467,4,0.022979736328125
468,7,0.047088623046875
469,4,0.0328369140625
470,1,0.04754638671875
471,6,0.0079498291015625
472,4,0.041961669921875
473,1,0.0172882080078125
474,6,0.054443359375
475,3,0.0238037109375
476,5,0.0748291015625
477,4,0.0005950927734375
478,6,0.00018203258514404297
479,6,0.055450439453125
480,1,0.01207733154296875
481,7,0.05169677734375
482,3,0.0117645263671875
483,1,0.0040130615234375
484,7,0.04296875
485,5,7.230043411254883e-05
486,1,0.09197998046875
487,4,0.043487548828125
488,8,0.01319122314453125
489,4,0.0965576171875
490,4,0.00992584228515625
491,6,0.01849365234375
492,7,0.00213623046875
493,2,0.0005693435668945312
494,5,0.00022161006927490234
495,2,0.0264434814453125
496,4,0.065185546875
497,4,0.0013484954833984375
498,4,0.057037353515625
499,7,0.0100250244140625
500,6,0.0115966796875
501,5,0.044891357421875
502,7,0.041595458984375
503,8,0.0021533966064453125
504,1,0.049468994140625
505,2,0.0037708282470703125
506,4,0.03759765625
507,5,0.017974853515625
508,3,0.00405120849609375
509,4,0.02313232421875
510,6,0.010894775390625
511,4,0.03662109375
512,7,0.02099609375
513,4,0.029022216796875
514,3,0.0301361083984375
515,8,0.01363372802734375
516,3,0.0206146240234375
517,7,0.0626220703125
518,1,0.007228851318359375
519,6,0.00086212158203125
520,4,0.004337310791015625
521,5,0.0186004638671875
522,3,0.00141143798828125
523,7,0.0224456787109375
524,1,0.00506591796875
525,4,0.044189453125
526,6,0.01180267333984375
527,7,0.0123291015625
528,4,0.03656005859375
529,8,0.07916259765625
530,8,0.10101318359375
531,7,0.002452850341796875
532,7,0.0002982616424560547
533,1,0.0294647216796875
534,7,0.0382080078125
535,7,0.0010509490966796875
536,6,0.0023937225341796875
537,5,0.015899658203125
538,2,0.015655517578125
539,1,0.0249786376953125
540,6,0.0019407272338867188
541,6,0.02752685546875
542,2,0.030487060546875
543,5,0.01528167724609375
544,2,0.016693115234375
545,3,0.0117340087890625
546,6,0.00982666015625
547,7,0.01177215576171875
548,5,0.003932952880859375
549,3,0.01385498046875
550,8,0.06219482421875
551,1,0.0190582275390625
552,1,0.0110321044921875
553,7,0.10211181640625
554,6,0.003520965576171875
555,1,0.10504150390625
556,5,0.003032684326171875
557,4,0.00753021240234375
558,7,0.0046539306640625
559,7,0.097412109375
560,7,0.004058837890625
561,6,0.056427001953125
562,3,0.017303466796875
563,3,0.0017976760864257812
564,7,0.005878448486328125
565,2,0.03326416015625
566,1,0.094482421875
567,4,0.025604248046875
568,6,0.0022106170654296875
569,1,0.0604248046875
570,1,0.0009336471557617188
571,8,0.053558349609375
572,8,0.00621795654296875
573,4,0.042724609375
574,3,0.004062652587890625
575,3,0.006168365478515625
576,8,0.0030670166015625
577,6,0.0036182403564453125
578,3,0.0848388671875
579,6,0.091552734375
580,5,0.034332275390625
581,7,0.0255279541015625
582,3,0.0066680908203125
583,7,0.006450653076171875
584,2,1.2159347534179688e-05
585,8,0.0291900634765625
586,5,0.03961181640625
587,8,0.00014710426330566406
588,4,0.005832672119140625
589,6,0.0010232925415039062
590,6,0.076416015625
591,3,0.0010738372802734375
592,1,0.00936126708984375
593,3,0.0001552104949951172
594,6,0.01314544677734375
595,2,0.01482391357421875
596,4,0.0020809173583984375
597,5,0.003238677978515625
598,1,0.01537322998046875
599,7,0.0100860595703125
600,2,0.006683349609375
601,6,0.05169677734375
602,5,0.0789794921875
603,4,0.029693603515625
604,1,0.06024169921875
605,5,0.03729248046875
606,7,0.0484619140625
607,7,0.050994873046875
608,4,0.0816650390625
609,8,0.03515625
610,5,0.04010009765625
611,3,0.043609619140625
612,8,0.007602691650390625
613,6,0.00030612945556640625
614,1,0.01262664794921875
615,1,0.00510406494140625
616,8,0.020721435546875
617,5,0.004547119140625
618,7,0.0040283203125
619,8,0.01474761962890625
620,5,0.00345611572265625
621,5,0.003292083740234375
622,6,0.0019235610961914062
623,7,0.029541015625
624,7,0.01284027099609375
625,4,0.08258056640625
626,6,0.01061248779296875
627,6,0.006496429443359375
628,4,0.022735595703125
629,2,0.0031642913818359375
630,6,0.035125732421875
631,5,0.011993408203125
632,2,0.01242828369140625
633,5,0.0008020401000976562
634,5,0.0323486328125
635,4,0.003482818603515625
636,4,0.05877685546875
637,1,0.06304931640625
638,3,0.006214141845703125
639,8,0.004650115966796875
640,3,0.003437042236328125
641,5,0.025146484375
642,6,0.00014734268188476562
643,4,0.04071044921875
644,3,0.0070037841796875
645,3,0.08465576171875
646,1,0.0028095245361328125
647,5,0.00453948974609375
648,8,0.039459228515625
649,6,0.008331298828125
650,1,0.040283203125
651,2,0.045074462890625
652,5,0.02313232421875
653,2,0.0027980804443359375
654,8,0.0225982666015625
655,6,0.007244110107421875
656,1,0.0286407470703125
657,6,0.00572967529296875
658,3,0.0740966796875
659,7,0.0016355514526367188
660,4,0.007389068603515625
661,4,0.0183563232421875
662,1,0.041168212890625
663,4,0.0238494873046875
664,5,0.002593994140625
665,2,0.0213775634765625
666,5,0.0009260177612304688
667,1,0.08099365234375
668,5,0.00858306884765625
669,3,0.0182037353515625
670,5,0.0125885009765625
671,5,0.06475830078125
672,7,0.0168914794921875
673,8,0.0203857421875
674,4,0.02349853515625
675,2,0.0256500244140625
676,3,0.0670166015625
677,1,0.0145416259765625
678,7,0.0223541259765625
679,5,0.0005850791931152344
680,2,0.01800537109375
681,6,0.003284454345703125
682,2,0.0019016265869140625
683,5,0.0777587890625
684,1,0.0042266845703125
685,6,0.077392578125
686,7,0.0831298828125
687,1,0.0693359375
688,2,0.00017321109771728516
689,4,0.01107025146484375
690,3,0.0189056396484375
691,7,0.0133819580078125
692,2,0.01444244384765625
693,4,0.00418853759765625
694,2,0.00030493736267089844
695,2,0.07196044921875
696,5,0.0108642578125
697,7,0.077392578125
698,5,0.040740966796875
699,5,0.0139923095703125
700,4,0.042236328125
701,2,0.003833770751953125
702,3,0.05126953125
703,5,0.00322723388671875
704,7,0.0002932548522949219
705,8,0.00040149688720703125
706,2,0.0010738372802734375
707,2,0.0208892822265625
708,4,0.0587158203125
709,3,0.009185791015625
710,1,0.0355224609375
711,4,0.0950927734375
712,4,0.01483154296875
713,3,0.059326171875
714,7,0.00014400482177734375
715,6,0.05328369140625
716,5,0.014373779296875
717,6,0.0006003379821777344
718,6,0.01425933837890625
719,1,0.004558563232421875
720,7,0.049468994140625
721,8,0.0002617835998535156
722,3,0.0372314453125
723,8,0.07122802734375
724,1,0.1019287109375
725,7,0.07427978515625
726,1,0.08636474609375
727,4,0.004390716552734375
728,2,0.002277374267578125
729,3,0.0214080810546875
730,8,0.017913818359375
731,8,0.008392333984375
732,5,0.003253936767578125
733,1,0.005069732666015625
734,7,0.00519561767578125
735,3,0.038299560546875
736,4,0.06488037109375
737,7,0.04425048828125
738,8,0.0029888153076171875
739,3,0.0194091796875
740,1,0.01141357421875
741,7,0.01480865478515625
742,7,0.045745849609375
743,4,0.0059051513671875
744,8,0.012237548828125
745,3,0.0202484130859375
746,7,0.0889892578125
747,5,0.0302886962890625
748,4,0.0200958251953125
749,7,0.01654052734375
750,8,0.0151519775390625
751,7,0.0010461807250976562
752,8,0.0469970703125
753,8,0.005817413330078125
754,7,0.08837890625
755,4,0.00461578369140625
